0,-1.4445158503949642,
1,-1.5092953126877546,
2,-3.019137740135193,
3,-2.7627215832471848,
4,-2.477096028625965,
5,-2.5019402503967285,
6,-3.0976117998361588,
7,-3.418379917740822,
8,-3.2947800010442734,
9,-3.095730245113373,
10,-3.1464042216539383,
11,-3.3837664425373077,
12,-3.1337349489331245,
13,-3.567325681447983,
14,-3.588188424706459,
15,-3.4870589524507523,
16,-3.628726378083229,
17,-3.4624969512224197,
18,-3.2106547504663467,
19,-3.464042142033577,
20,-3.846253290772438,
21,-3.7893272936344147,
22,-3.8850421011447906,
23,-4.137784868478775,
24,-3.8314495235681534,
25,-3.836040198802948,
26,-4.004262283444405,
27,-3.852401778101921,
28,-3.6933994442224503,
29,-3.226931095123291,
30,-4.215908035635948,
31,-3.970213904976845,
32,-3.8730809688568115,
33,-3.6950262784957886,
34,-4.163518264889717,
35,-3.471086323261261,
36,-4.1820641458034515,
37,-3.722878098487854,
38,-4.122502967715263,
39,-4.442833751440048,
40,-3.833804339170456,
41,-3.8699277192354202,
42,-4.4066341817379,
43,-4.205043315887451,
44,-4.016607850790024,
45,-4.440392255783081,
46,-3.974432274699211,
47,-3.634668290615082,
48,-4.168595656752586,
49,-4.229624032974243,
50,-4.102494195103645,
51,-4.0933725237846375,
52,-3.9413999915122986,
53,-4.157799601554871,
54,-4.102179512381554,
55,-4.502044320106506,
56,-4.430934250354767,
57,-4.526175871491432,
58,-4.316075652837753,
59,-4.130468487739563,
60,-4.437621220946312,
61,-4.22697252035141,
62,-4.363426670432091,
63,-4.417106911540031,
64,-4.053805291652679,
65,-4.259680777788162,
66,-4.11956399679184,
67,-4.56936015188694,
68,-3.81806942820549,
69,-4.4451587200164795,
70,-3.9582067877054214,
71,-3.8915163576602936,
72,-4.553728342056274,
73,-3.844824507832527,
74,-4.175077572464943,
75,-4.437931299209595,
76,-3.4690403640270233,
77,-4.301841616630554,
78,-4.5435721427202225,
79,-4.520922064781189,
80,-4.626218721270561,
81,-4.43917079269886,
82,-3.980897106230259,
83,-4.046078763902187,
84,-4.266416683793068,
85,-4.7442241460084915,
86,-4.635138303041458,
87,-4.528556361794472,
88,-4.579819858074188,
89,-4.282299846410751,
90,-4.574266508221626,
91,-4.942882165312767,
92,-4.888832911849022,
93,-4.589984104037285,
94,-4.438011035323143,
95,-4.2629920691251755,
96,-4.356752812862396,
97,-4.534461602568626,
98,-4.3759545385837555,
99,-4.173503905534744,
100,-4.49565164744854,
101,-4.142193108797073,
102,-4.845929428935051,
103,-4.502321898937225,
104,-4.742499843239784,
105,-4.553710639476776,
106,-4.772960126399994,
107,-4.362012267112732,
108,-4.810782611370087,
109,-4.823315843939781,
110,-4.644951045513153,
111,-4.8430314511060715,
112,-4.836895570158958,
113,-4.775830686092377,
114,-4.901747301220894,
115,-4.172519415616989,
116,-4.701404169201851,
117,-5.082255706191063,
118,-4.793918684124947,
119,-4.532403185963631,
120,-4.5207319259643555,
121,-4.598352164030075,
122,-4.315379321575165,
123,-4.67923828959465,
124,-4.843716815114021,
125,-4.451645791530609,
126,-4.784640833735466,
127,-4.178411558270454,
128,-4.693937048316002,
129,-3.5327300876379013,
130,-4.747913345694542,
131,-4.808204293251038,
132,-4.865231156349182,
133,-3.547061987221241,
134,-4.483078688383102,
135,-4.184897407889366,
136,-4.593139156699181,
137,-4.761439010500908,
138,-4.400556609034538,
139,-4.665290966629982,
140,-4.271868526935577,
141,-4.560195758938789,
142,-4.233340039849281,
143,-4.1217900067567825,
144,-4.873634070158005,
145,-4.4386183470487595,
146,-4.3092426508665085,
147,-4.76990182697773,
148,-4.863649949431419,
149,-4.878225177526474,
