0,-0.5462191579863429,
1,-1.304017961025238,
2,-2.118474453687668,
3,-2.246191695332527,
4,-2.8238594830036163,
5,-2.1890812665224075,
6,-3.1174525320529938,
7,-2.78341968357563,
8,-2.555849924683571,
9,-3.065586030483246,
10,-2.781925305724144,
11,-2.871617406606674,
12,-3.185871124267578,
13,-3.2749680876731873,
14,-3.2011048793792725,
15,-3.1308049857616425,
16,-3.3388777375221252,
17,-3.4262242317199707,
18,-3.5817727148532867,
19,-3.70539391040802,
20,-3.47525691986084,
21,-3.9056851863861084,
22,-3.663051664829254,
23,-3.579785108566284,
24,-3.8653035759925842,
25,-4.158471345901489,
26,-3.251053124666214,
27,-4.39280566573143,
28,-4.149964272975922,
29,-3.8285991847515106,
30,-2.94400817155838,
31,-3.1680094599723816,
32,-3.8771757781505585,
33,-3.7569030821323395,
34,-3.4495029747486115,
35,-3.8783138692379,
36,-3.916376292705536,
37,-4.049538254737854,
38,-4.109356641769409,
39,-4.1287742257118225,
40,-3.8557445406913757,
41,-4.030189245939255,
42,-4.358743906021118,
43,-3.5730102360248566,
44,-4.268329292535782,
45,-4.085382491350174,
46,-3.6592741310596466,
47,-4.2115282118320465,
48,-4.621964931488037,
49,-3.3212409764528275,
50,-3.0040637850761414,
51,-4.076485812664032,
52,-4.494185626506805,
53,-4.200078934431076,
54,-4.380713492631912,
55,-4.303790599107742,
56,-4.825073599815369,
57,-4.417499452829361,
58,-4.277755230665207,
59,-4.364534914493561,
60,-4.480108767747879,
61,-4.1638599038124084,
62,-4.762849658727646,
63,-4.492337614297867,
64,-4.565283507108688,
65,-3.8922260105609894,
66,-4.406022489070892,
67,-4.5339348912239075,
68,-4.602805823087692,
69,-4.581077605485916,
70,-4.697952508926392,
71,-4.499850660562515,
72,-4.208123594522476,
73,-4.095686972141266,
74,-4.439114958047867,
75,-4.779320478439331,
76,-4.675718516111374,
77,-4.48381307721138,
78,-4.460791260004044,
79,-4.729322910308838,
80,-4.189667493104935,
81,-4.762861222028732,
82,-4.448596715927124,
83,-4.687081515789032,
84,-4.964155942201614,
85,-4.424154490232468,
86,-4.711808294057846,
87,-4.751131564378738,
88,-3.9944759905338287,
89,-4.479658097028732,
90,-4.8290537893772125,
91,-4.033876061439514,
92,-4.679901540279388,
93,-4.54152849316597,
94,-4.412944048643112,
95,-4.5071660578250885,
96,-4.516129642724991,
97,-4.207211494445801,
98,-4.64509791135788,
99,-4.673914909362793,
100,-4.902906805276871,
101,-4.477973431348801,
102,-4.6109239757061005,
103,-4.638609349727631,
104,-3.7913571298122406,
105,-4.788286924362183,
106,-4.392567187547684,
107,-4.855044603347778,
108,-4.920094430446625,
109,-4.993657946586609,
110,-4.262021720409393,
111,-4.542019098997116,
112,-5.010061264038086,
113,-3.94188192486763,
114,-4.952321946620941,
115,-5.013493448495865,
116,-4.8460884392261505,
117,-4.596187591552734,
118,-4.427641987800598,
119,-4.646775484085083,
120,-4.782612234354019,
121,-4.621849805116653,
122,-4.1666355431079865,
123,-4.7154256999492645,
124,-4.2580408453941345,
125,-4.792764455080032,
126,-4.1996095180511475,
127,-4.76982843875885,
128,-4.868702411651611,
129,-5.00533801317215,
130,-5.112600743770599,
131,-4.0497632920742035,
132,-4.347366094589233,
133,-5.129432201385498,
134,-5.016391396522522,
135,-4.555411010980606,
136,-5.065617769956589,
137,-4.493910223245621,
138,-4.970108687877655,
139,-5.137205362319946,
140,-5.005818009376526,
141,-5.023658663034439,
142,-5.246912240982056,
143,-4.748590975999832,
144,-4.606696009635925,
145,-4.162727415561676,
146,-4.922491014003754,
147,-4.8074870109558105,
148,-4.9763466119766235,
149,-4.546379178762436,
